ID,DifficultyID,CategoryRecoveryTime,RecoveryTime,StartRecoveryTime,AuraSpellID,SpellID
4943,,,90000,,,65871
4944,,60000,,1500,,65877
4945,,30000,,1500,,65880
4946,,,15000,1500,,65881
4947,,10000,,1500,,65883
4948,,5000,,1500,,65924
4949,,6000,,2000,,65926
4950,,15000,,,,65927
4951,,,120000,1500,,65930
4952,,,300000,2000,,65932
4953,,,60000,2000,,65935
4955,,,300000,1500,,65940
4956,,,90000,1500,,65947
4957,,,,1000,,65954
4958,,,2000,1000,,65955
4959,,,120000,1000,,65956
4960,,,10000,1000,,65957
4961,,,120000,1000,,65960
4962,,,90000,1000,,65961
4963,,,8000,1500,,65970
4964,,6000,,1500,,65973
4965,,,6000,1500,,65974
4966,,,600000,1500,,65980
4967,,5000,,,,65982
4968,,,300000,1500,,65983
4969,,15000,15000,1000,,65989
4970,,,,1000,,65990
4971,,,,1000,,65991
4972,,,,1000,,65992
4973,,,,1000,,65995
4975,,,6000,2000,,66003
4976,,,8000,2000,,66005
4977,,,10000,2000,,66006
4978,,40000,,2000,,66007
4979,,,60000,1500,,66008
4980,,300000,,1500,,66009
4981,,,300000,2000,,66010
4982,,,180000,,,66011
4983,,,35000,,,66017
4984,,,120000,2000,,66018
4985,,,5000,2000,,66019
4986,,,8000,1500,,66020
4987,,,8000,2000,,66021
4988,,,60000,,,66023
4989,,,,1500,,66030
4990,,,,1500,,66044
4991,,,,1500,,66045
4992,,,6000,1500,,66047
4993,,6000,,1500,,66053
4994,,,45000,1500,,66054
4995,,,,1500,,66055
4996,,,,1500,,66056
4997,,,10000,1500,,66057
4998,,15000,,,,66061
4999,,,,1500,,66063
5000,,,,2000,,66065
5001,,,,1500,,66066
5002,,,,2000,,66067
5003,,,,1500,,66068
5004,,,,1500,,66070
5005,,60000,,2000,,66071
5006,,,,1500,,66081
5007,,600000,,,,66086
5008,,,,2000,,66093
5009,,,,1500,,66096
5010,,,10000,,,66097
5011,,15000,,2000,,66099
5012,,,10000,2000,,66100
5013,,,,1500,,66104
5015,,,,1500,,66112
5016,,,,1500,,66113
5017,,,6000,1500,,66114
5018,,,25000,1500,,66115
5019,,,,2000,,66116
5020,,,,1500,,66135
5021,,,,1500,,66175
5022,,,,1500,,66177
5023,,,30000,1000,,66178
5024,,,,1500,,66183
5025,,,,1500,,66186
5028,,8000,,,,66197
5030,,,30000,,,66203
5031,,,6000,1500,,66207
5032,,2000,,,,66209
5035,,,,1500,,66218
5036,,,,1500,,66223
5037,,,,1500,,66224
5038,,6000,,,,66228
5039,,4000,,,,66237
5040,,,,1500,,66238
5041,,,3000,,,66250
5042,,,3000,,,66259
5043,,,3000,,,66260
5044,,,3000,,,66261
5045,,,3000,,,66262
5046,,,,1500,,66290
5047,,30000,,,,66407
5048,,,,2000,,66413
5049,,,,1500,,66456
5050,,,2000,,,66479
5051,,2000,2000,2000,,66480
5052,,2000,6000,2000,,66481
5053,,2000,4000,2000,,66482
5054,,1000,60000,1000,,66483
5055,,3000,,,,66513
5056,,,,1500,,66518
5057,,,,1500,,66520
5058,,4000,,,,66528
5059,,,,1500,,66529
5060,,,,1500,,66538
5061,,,30000,30000,,66541
5062,,,,1500,,66552
5063,,,,1000,,66588
5064,,40000,,2000,,66613
5065,,1000,,,,66658
5066,,1000,,,,66659
5067,,1000,,,,66660
5068,,1000,,,,66662
5069,,1000,,,,66663
5070,,1000,,,,66664
5071,,6000,,,,66665
5072,,6000,,,,66681
5073,,15000,,,,66734
5074,,,,1500,,66842
5075,,,,1500,,66843
5076,,,,1500,,66844
5077,,8000,,,,66863
5078,,5000,,,,66935
5079,,6000,,,,67009
5083,,,,1500,,67034
5084,,2000,,,,67038
5091,,,,1500,,67194
5092,,,30000,1500,,67195
5093,,,,1500,,67247
5097,,,,1000,,67372
5098,,45000,,1500,,67382
5099,,,,1500,,67413
5100,,,,1500,,67414
5101,,,,1500,,67415
5102,,,,1500,,67416
5103,,,,1500,,67417
5104,,,,1500,,67418
5105,,,,1500,,67419
5106,,,,1500,,67420
5107,,,3000,1500,,67440
5108,,,4000,1500,,67441
5110,,,2000,2000,,67452
5111,,,,1500,,67461
5113,,60000,,,,67486
5114,,60000,,,,67487
5115,,60000,,,,67489
5116,,60000,,,,67490
5117,,,,1500,,67514
5118,,8000,,1500,,67518
5120,,,,1500,,67527
5121,,6000,,1500,,67529
5122,,,,1500,,67530
5123,,,,1600,,67533
5124,,7000,,1500,,67541
5127,,,,1000,,67706
5128,,,,1000,,67709
5129,,4000,,,,67724
5130,,4000,,,,67725
5132,,60000,60000,,,67769
5133,,,,1500,,67777
5134,,,,1500,,67793
5135,,,300000,,,67795
5136,,,,1500,,67796
5137,,,15000,1500,,67797
5138,,600000,600000,,,67799
5142,,2000,,,,67888
5143,,60000,60000,,,67890
5264,,1500,4500,1500,,68282
5265,,2000,,2000,,68301
5269,,,,1500,,68326
5270,,,,1500,,68340
5271,,,,200,,68498
5272,,,1500,,,68505
5282,,,1500,,,68645
5295,,,1000,1500,,68767
5299,,,,1500,,68810
5305,,,5000,,,68835
5306,,,5000,,,68874
5307,,,,1500,,68885
5308,,,5000,,,68891
5309,,,5000,,,68910
5310,,15000,,,,68912
5311,,15000,,,,68939
5312,,2000,,,,68958
5313,,8000,,,,68959
5315,,,,1500,,68993
5316,,,,1500,,69002
5317,,,,1500,,69028
5318,,3000,,,,69037
5319,,,,1500,,69058
5320,,,,1500,,69066
5321,,,,1500,,69067
5322,,,,1500,,69080
5323,,,32000,,,69106
5324,,,,1500,,69128
5325,,10000,,,,69155
5326,,30000,,,,69165
5327,,,,1500,,69180
5328,,,,1500,,69181
5329,,,,1500,,69187
5330,,30000,,,,69195
5331,,,,1500,,69211
5332,,,,1500,,69212
5333,,,,1500,,69273
5334,,10000,,,,69275
5335,,20000,,,,69278
5336,,,,1500,,69355
5337,,,,1500,,69377
5338,,,,1500,,69378
5339,,,500,500,,69399
5340,,,1500,1500,,69401
5341,,,,1500,,69404
5344,,,,1500,,69452
5345,,3000,,,,69487
5346,,6000,,,,69492
5351,,,,1500,,69516
5352,,,,1500,,69528
5353,,,,1500,,69535
5354,,,,1500,,69536
5355,,,,1500,,69539
5356,,,,1500,,69541
5357,,5000,,,,69562
5358,,,,1500,,69565
5359,,,,1500,,69567
5360,,,,1500,,69569
5361,,,,1500,,69576
5362,,,,1500,,69577
5363,,600000,,,,69582
5364,,,,1500,,69583
5365,,,,1500,,69586
5367,,7000,,1500,,69652
5372,,,,1500,,69677
5376,,6000,,,,69712
5378,,,,1500,,69757
5379,,,,1500,,69808
5380,,,,1500,,69809
5381,,,,1500,,69810
5382,,,,1500,,69811
5385,,,,1500,,69869
5386,,,,1500,,69882
5387,,,,1500,,69898
5388,,,,1500,,69901
5389,,,,1500,,69902
5390,,,,1500,,69903
5391,,,,1500,,69906
5392,,,,1500,,69910
5393,,,,1500,,69912
5394,,,,1500,,69916
5395,,,,1500,,69920
5396,,,,1500,,69921
5397,,,,1500,,69923
5398,,,,1500,,69926
5399,,,,1500,,69927
5400,,,,1500,,69930
5401,,,,1500,,69934
5402,,,,1500,,69968
5403,,,,1500,,69969
5404,,,,1500,,69970
5405,,,,1500,,69972
5406,,,,1500,,69973
5407,,,,1500,,69984
5408,,,,1500,,69994
5409,,,,1500,,70080
5411,,10000,,,,70126
5412,,,,1500,,70144
5413,,,,1500,,70145
5414,,,,1000,,70150
5415,,,500,500,,70172
5416,,,1500,1500,,70174
5420,,1800000,,1500,,70195
5424,,,,1500,,70278
5429,,120000,,,,70287
5430,,,,1500,,70292
5432,,,1000,,,70360
5433,,6000,,,,70361
5434,,12000,,,,70363
5435,,,,1500,,70386
5437,,,,1500,,70388
5438,,,,2000,,70391
5439,,4000,,1500,,70407
5440,,,,1500,,70409
5442,,,,1500,,70425
5443,,,8000,,,70428
5444,,,10000,1000,,70431
5446,,,,1500,,70437
5447,,3000,,,,70449
5448,,,1000,,,70492
5449,,5000,,,,70498
5450,,,,1500,,70513
5451,,,,1500,,70517
5452,,,,1500,,70537
5453,,,1000,,,70539
5454,,,1000,,,70542
5455,,,,1500,,70613
5456,,,,1500,,70616
5457,,6000,,,,70670
5458,,,,1000,,70671
5459,,,,1000,,70710
5460,,,30000,,,70766
5462,,,10000,,,70792
5465,,,,1500,,71020
5470,,600000,,,,71088
5494,,,30000,,,71249
5495,,,8000,,,71251
5498,,,6000,2000,,71298
5499,,,,1500,,71316
5501,,,,1500,,71319
5502,,3000,,,,71336
5503,,,,1500,,71342
5506,,,,1500,,71361
5508,,,,1500,,71436
5509,,3000,,,,71445
5510,,15000,,,,71468
5512,,2000,,,,71471
5513,,,,1500,,71488
5514,,,,1500,,71489
5515,,4000,8000,,,71490
5516,,,1000,,,71516
5518,,15000,,1500,,71548
5519,,,6000,2000,,71549
5520,,,300000,2000,,71550
5521,,,8000,2000,,71551
5522,,6000,,2000,,71552
5523,,15000,,,,71553
5524,,,,1500,,71554
5525,,,60000,,,71565
5526,,,60000,,,71574
5527,,1000,,,,71586
5528,,60000,,1500,,71591
5529,,,,1500,,71595
5530,,,,1500,,71705
5531,,10000,,,,71718
5532,,15000,,1500,,71780
5534,,,,1500,,71782
5536,,40000,,2000,,71784
5537,,,,1500,,71840
5538,,,1500,,,71841
5539,,,1500,,,71842
5540,,3000,,,,71861
5542,,,,1000,,71925
5543,,,,1000,,71926
5544,,,,1500,,71932
5545,,,,1000,,71933
5546,,,,1500,,71934
5547,,,,1500,,71936
5548,,,,1500,,71937
5549,,,,1500,,71938
5550,,45000,,1500,,71961
5551,,,,1500,,71988
5553,,10000,,,,72034
5554,,10000,,,,72040
5556,,4000,,,,72106
5557,,7000,,,,72143
5561,,3000,,1500,,72149
5562,,,,1500,,72163
5564,,2000,,1500,,72169
5566,,,,1500,,72198
5567,,30000,,1500,,72215
5568,,4000,,1500,,72222
5569,,4000,,1500,,72268
5571,,8000,,,,72285
5573,,,2000,,,72293
5574,,,,1500,,72318
5576,,,,1500,,72321
5577,,,,1500,,72322
5579,,,,1000,,72335
5580,,,,1000,,72344
5582,,3000,,,,72363
5583,,3000,,,,72368
5585,,,16000,,,72378
5586,,,,1500,,72424
5587,,3000,,,,72426
5588,,4000,,,,72435
5592,,,,1500,,72465
5593,,,,1500,,72466
5598,,,,1500,,72586
5599,,,,1500,,72590
5605,,30000,,,,72752
5606,,30000,,,,72757
5607,,3000,,,,72762
5611,,8000,,,,72905
5618,,10000,,,,73075
5619,,,,500,,73082
5622,,,,1500,,73320
5623,,,60000,1500,,73324
5626,,3000,3000,,,73491
5627,,3000,3000,,,73492
5628,,3000,3000,,,73499
5631,,60000,,,,73654
5637,,,,1500,,73685
5638,,,4000,1500,,73740
5642,,,,1500,,73899
5644,,,12000,1500,,73920
5645,,,3000,,,73943
5646,,,,1500,,73975
5648,,,120000,,,74001
5649,,,3000,,,74035
5651,,,3000,,,74071
5652,,,3000,,,74080
5653,,,3000,,,74148
5654,,,,2000,,74153
5655,,1000,1000,,,74157
5656,,1000,1000,,,74159
5657,,1000,1000,,,74160
5658,,,2500,,,74174
5659,,,,2000,,74203
5660,,,,2000,,74204
5661,,,,2000,,74205
5662,,,3000,,,74219
5663,,,15000,,,74222
5668,,,1000,,,74307
5669,,3000,,,,74361
5671,,6000,,,,74452
5672,,10000,,,,74453
5673,,,,1000,,74608
5676,,,,1500,,74625
5679,,,1500,,,74707
5680,,,1000,,,74749
5681,,,1500,,,74764
5682,,,1500,,,74785
5683,,,1000,,,74797
5684,,,14400000,,,74842
5685,,,14400000,,,74847
5687,,,1800000,,,74890
5688,,,,1500,,74932
5689,,,3000,,,75086
5690,,,3000,,,75088
5691,,13000,,,,75125
5692,,,,1500,,75134
5693,,,,1500,,75136
5694,,,,1000,,75159
5695,,,,1000,,75160
5696,,,,1000,,75161
5697,,,,1500,,75330
5699,,,,1500,,75332
5700,,,,1500,,75333
5701,,20000,,1500,,75343
5702,,20000,,1500,,75349
5703,,6000,,1500,,75362
5704,,,,1500,,75366
5705,,6000,,1500,,75367
5706,,,,1500,,75368
5707,,,,1500,,75370
5708,,,10000,,,75381
5709,,,,1500,,75384
5710,,,,1500,,75412
5711,,,,1500,,75413
5712,,,,1500,,75417
5715,,,,1500,,75613
5716,,,14400000,,,75693
5717,,,,1500,,75906
5718,,,,1500,,75936
5719,,,,1500,,75973
5720,,,10000,,,76096
5723,,300000,,1500,,76568
5724,,,180000,1000,,76577
5730,,8000,,,,77276
5732,,,,1500,,77472
5734,,,,1500,,77575
5735,,,20000,,,77606
5736,,,6000,1500,,77758
5737,,120000,,1500,,77761
5738,,120000,,1000,,77764
5747,,,,1500,,78164
5748,,,,1500,,78381
5749,,,,1500,,78674
5750,,60000,60000,,,78675
5766,,,120000,,,79140
5767,,,,1500,,79187
5768,,,120000,,,79206
5780,,,,1500,,79623
5782,,,30000,1500,,80240
5783,,,45000,1500,,80313
5784,,,300000,,,80353
5790,,,120000,1500,,80483
5793,,25000,,,,80864
5810,,,,1500,,113
5811,,15000,,,,184
5812,,,,1500,,246
5813,,20000,,,,2601
5814,,15000,,,,2602
5815,,30000,,,,3136
5816,,30000,,,,3150
5817,,3000,,,,3229
5820,,120000,,,,3583
5821,,20000,,,,3604
5822,,60000,,,,4941
5823,,30000,,,,5413
5824,,30000,,,,5426
5825,,120000,,,,5916
5826,,5000,,,,6016
5827,,,,1500,,6146
5829,,45000,,,,6274
5830,,,,1500,,6595
5831,,60000,,,,6612
5832,,60000,,,,6613
5833,,60000,,,,6615
5834,,15000,,,,6749
5835,,30000,,,,6950
5836,,8000,,,,7074
5837,,120000,,,,7102
5838,,60000,,,,7125
5839,,60000,,,,7127
5840,,200000,,,,7132
5841,,7000,,,,7154
5842,,,,1500,,7951
5843,,10000,,,,7992
5844,,,,1500,,8078
5845,,,,1500,,8140
5846,,,,1500,,8147
5847,,3000,12000,1500,,8362
5848,,,,1500,,8990
5849,,,,1500,,8994
5850,,3600000,,1500,,9257
5851,,,,1500,,9552
5852,,,,1500,,11014
5853,,10000,,1500,,11436
5854,,,,1500,,11640
5855,,,,1500,,11641
5856,,,,1500,,11922
5857,,,,1500,,11939
5858,,420000,,,,12001
5859,,6000,,1500,,12058
5860,,6000,,1500,,12553
5861,,,,1500,,12746
5862,,,,1500,,12747
5863,,,10000,,,13585
5864,,,,1500,,13704
5865,,,,1500,,13730
5866,,10000,,1500,,13747
5867,,,,1500,,13864
5868,,,,1500,,14517
5869,,,,1500,,14518
5870,,,,1500,,15091
5871,,,,1500,,15279
5872,,,,1500,,15548
5873,,,,1500,,15588
5874,,,,1500,,15744
5875,,3000,20000,1500,,15786
5876,,,,1500,,16046
5877,,,,1500,,16798
5878,,5000,,,,16838
5880,,,,1500,,17151
5881,,,,1500,,17277
5882,,,,1500,,17393
5883,,,,1500,,17434
5884,,,,1500,,17435
5885,,60000,,,,17540
5886,,,,1500,,18376
5887,,,,1500,,18671
5888,,30000,,,,19030
5890,,,10000,,,19514
5891,,,,1500,,20735
5892,,,,1500,,21068
5893,,,,1500,,21331
5894,,,,1500,,21655
5895,,,,1500,,22127
5896,,,,1500,,22415
5897,,,10000,,,22418
5898,,,,1500,,22424
5900,,,,1500,,22696
5901,,,,1500,,22823
5902,,3000,20000,1500,,22910
5903,,,,1500,,23039
5904,,,,1500,,23113
5905,,60000,,,,24364
5907,,,,1500,,26453
5908,,60000,,,,28515
5909,,,,1500,,28822
5910,,23000,,,,30004
5911,,,,1500,,30478
5912,,,,1500,,30842
5913,,,,1500,,31279
5914,,,,1000,,31289
5915,,,,1500,,31405
5916,,,,1500,,32063
5917,,,,1500,,32197
5920,,,,1500,,34812
5921,,,,1500,,35199
5922,,6000,,1500,,37071
5923,,,,1500,,37113
5925,,,,1500,,39212
5926,,,,1500,,39273
5927,,,,1500,,39591
5928,,,,1500,,39621
5932,,,,1500,,41988
5933,,120000,,,,43133
5935,,,,1500,,45985
5936,,,,1500,,47782
5937,,,,1500,,48168
5938,,,,1500,,48562
5940,,,,1500,,51797
5941,,,,1500,,51876
5942,,,5000,,,52510
5943,,15000,,1500,,52606
5944,,,,1500,,53113
5945,,35000,,,,53276
5946,,60000,,,,53762
5948,,,,1500,,57599
5949,,,,1500,,57780
5950,,,,1500,,58811
5951,,,,1500,,58970
5952,,,,1500,,59217
5953,,,5000,,,59576
5954,,,,1500,,59669
5955,,,,1500,,60288
5956,,,,1500,,60290
5957,,45000,,,,60842
5958,,,,1000,,60850
5959,,,3000,1500,,62246
5960,,,1000,,,62515
5961,,,,1500,,62682
5962,,,10000,,,62788
5963,,,,1500,,62804
5966,,,1000,,,62885
5967,,,,4000,,62975
5968,,,,5000,,63520
5969,,,60000,,,63602
5970,,,120000,,,63603
5971,,,6000,1500,,63996
5973,,,3000,,,64306
5974,,6000,,1500,,64327
5975,,120000,,,,64585
5976,,,,500,,64664
5978,,,,1500,,65046
5979,,,5000,1000,,65048
5980,,,1000,,,65063
5981,,,9000,,,65216
5982,,,2000,,,65231
5983,,,15000,,,65232
5984,,,250,,,65373
5985,,,,1000,,65402
5986,,,,1000,,65406
5987,,,,1000,,65407
5988,,,1000,,,65423
5989,,,500,,,65479
5990,,,2000,,,65489
5991,,,5000,,,65550
5992,,4000,,,,65598
5993,,,120000,,,65656
5994,,,120000,,,65668
5995,,,120000,,,65672
5996,,,120000,,,65674
5997,,,120000,,,65676
5998,,,250,,,65713
5999,,,3000,,,65786
6000,,,30000,1500,,65798
6001,,,1000,1000,,65837
6002,,,32000,,,65864
6003,,,10000,,,65865
6004,,,6000,1500,,65912
6005,,,,1500,,65936
6006,,,,1500,,65951
6007,,,6000,1500,,65984
6008,,,5000,1000,,66298
6009,,,1500,1000,,66299
6010,,,10000,1000,,66300
6011,,,,2000,,66306
6012,,,500,,,66427
6013,,,3000,,,66811
6014,,,5000,,,66868
6015,,,500,,,66893
6016,,,1500,,,66909
6017,,,1500,,,66910
6018,,,1500,,,66911
6019,,,1500,,,66912
6020,,,1500,,,66913
6021,,,12000,,,66937
6022,,,,1500,,66967
6023,,,1500,,,67063
6024,,,,1500,,67171
6025,,,,1500,,67175
6026,,,,500,,67192
6027,,,,500,,67212
6028,,,,1500,,67219
6029,,,1500,,,67279
6030,,,1000,,,67362
6032,,,6000,,,67688
6033,,,,1500,,67794
6034,,,1500,1500,,67800
6035,,,8000,,,67805
6036,,,1500,,,67843
6037,,,12000,,,68172
6038,,,2000,,,68173
6039,,,20000,,,68177
6040,,,15000,,,68219
6041,,,1500,,,68235
6042,,,20000,,,68422
6043,,,10000,,,68440
6044,,,10000,,,68441
6045,,,1500,,,68445
6046,,,8000,,,68446
6047,,,120000,,,68469
6048,,,20000,,,68491
6049,,,15000,1000,,68548
6050,,,2000,,,68564
6051,,,1000,,,68596
6052,,,1000,,,68597
6053,,,1000,,,68598
6054,,,4000,,,68613
6055,,,,1500,,68659
6056,,,,1500,,68660
6057,,,30000,1500,,68668
6058,,,,1500,,68669
6059,,,,1500,,68670
6060,,,10000,1500,,68672
6061,,,,1500,,68676
6062,,,6000,1500,,68680
6063,,,10000,,,68728
6064,,,3000,,,68903
6065,,,10000,,,68945
6066,,,,1500,,68990
6067,,,90000,,,68992
6068,,,1500,,,68996
6069,,90000,90000,1500,,69041
6070,,,1800000,1500,,69046
6071,,90000,90000,1500,,69070
6074,,,120000,1500,,69179
6075,,,5000,1000,,69228
6076,,,,1000,,69280
6077,,6000,,1500,,69304
6078,,,,1500,,69305
6079,,,1000,,,69354
6080,,,500,,,69367
6081,,,500,,,69433
6082,,,500,,,69435
6083,,,5000,,,69453
6084,,,10000,,,69461
6085,,,2000,,,69517
6086,,,,1500,,69607
6087,,,,1500,,69608
6088,,,,1500,,69626
6089,,,,1500,,69630
6090,,,1000,,,69794
6091,,,,1500,,69867
6092,,,,1500,,69992
6093,,,,1500,,70051
6094,,6000,,,,70117
6095,,,5000,1000,,70151
6096,,,5000,1000,,70152
6097,,,,1500,,70171
6098,,,,2000,,70218
6099,,,,1500,,70340
6100,,,35000,,,70355
6101,,4000,,,,70410
6102,,,10000,1000,,70432
6103,,5000,,,,70456
6104,,,,250,,70607
6105,,,1000,,,70631
6106,,,,1500,,70732
6107,,,250,,,70735
6108,,,,1500,,70736
6109,,,,1500,,70741
6110,,,,1500,,70742
6112,,6000,,1500,,70796
6114,,,5000,,,71349
6115,,,,1500,,71526
6116,,,1000,,,71543
6117,,,5000,1000,,71658
6118,,,,1000,,71659
6119,,,10000,1000,,71660
6120,,,,1500,,71804
6121,,,,4000,,71812
6122,,,,1500,,71867
6123,,,,1500,,71924
6124,,,,1000,,71974
6125,,,300000,1500,,71975
6126,,,,1000,,71984
6127,,,,1500,,71985
6128,,,1500,,,72013
6129,,,,1500,,72014
6130,,,,1500,,72043
6131,,,1000,,,72051
6132,,6000,,1500,,72114
6133,,,6000,,,72177
6134,,,1500,,,72188
6135,,,,1500,,72205
6136,,,,1500,,72206
6137,,,1500,,,72210
6138,,,5000,,,72226
6139,,,,1000,,72240
6140,,,,1000,,72246
6141,,,,1000,,72294
6142,,,,1500,,72339
6143,,,2000,,,72375
6144,,,1000,,,72472
6145,,,5000,1000,,72520
6146,,,10000,,,72591
6147,,,1000,,,72596
6148,,,1000,,,72609
6149,,,1000,,,72616
6150,,,10000,,,72654
6151,,,1500,,,72741
6152,,,,20000,,72849
6153,,,,1000,,72887
6154,,,,1500,,72922
6155,,,,1500,,72932
6156,,,5000,1000,,72940
6157,,,,1500,,73066
6158,,,,1500,,73155
6159,,,1500,,,73207
6160,,,,1500,,73212
6161,,,,1500,,73254
6162,,,,1500,,73257
6163,,,,1500,,73291
6164,,,300000,,,73302
6165,,,,1000,,73393
6167,,,500,500,,73456
6168,,,,1500,,73461
6169,,,,1500,,73462
6170,,,,1500,,73463
6171,,,5000,500,,73477
6172,,1000,,,,73478
6173,,,,3000,,73485
6174,,,,3000,,73486
6184,,,,1500,,73507
6185,,,5000,5000,,73518
6188,,,1000,,,73673
6189,,,,1500,,73692
6190,,,1000,,,73742
6191,,1500,,,,73841
6192,,,5000,,,73851
6193,,,6000,2000,,73874
6194,,120000,600000,1000,,73903
6195,,,5000,,,73945
6196,,,3000,,,73958
6197,,,3000,,,73969
6198,,,,1500,,73976
6200,,1000,1000,,,73982
6201,,1000,1000,,,73983
6202,,,1000,,,73984
6203,,,,1000,,73991
6204,,,3000,1000,,73994
6205,,1000,15000,,,73995
6206,,,8000,1000,,73997
6207,,,1500,1000,,73998
6208,,1500,,,,74000
6209,,1500,,,,74003
6210,,1500,,,,74004
6211,,1500,,,,74005
6212,,6000,,1500,,74019
6213,,,,1500,,74020
6214,,,,1500,,74022
6215,,,10000,,,74089
6216,,3000,,1500,,74104
6217,,,,1500,,74122
6218,,5000,,,,74136
6220,,,250,,,74183
6221,,,5000,1000,,74309
6222,,,2000,,,74359
6224,,6000,,1500,,74425
6225,,,,1500,,74428
6226,,,10000,,,74489
6227,,,,1500,,74494
6229,,,,1500,,74498
6230,,30000,,,,74504
6231,,,1500,,,74578
6232,,,120000,,,74606
6234,,10000,,,,74640
6235,,10000,,,,74668
6236,,4000,,,,74739
6237,,4000,,,,74740
6238,,4000,,,,74741
6239,,,,1500,,74811
6240,,2000,2000,,,74922
6241,,5000,,,,74930
6242,,9000,,9000,,74934
6243,,9000,,9000,,74935
6244,,9000,,9000,,74937
6245,,,1000,,,74948
6246,,,,1500,,74973
6247,,2000,2000,,,74974
6248,,,,1500,,75014
6249,,,,1500,,75015
6250,,,,1500,,75019
6251,,,,1500,,75021
6253,,,3000,,,75067
6254,,,,1500,,75068
6255,,2000,2000,,,75070
6256,,,,1500,,75139
6263,,3000,,,,75158
6264,,3000,,1500,,75241
6265,,,,1500,,75242
6266,,,10000,,,75275
6267,,,,1000,,75342
6268,,30000,,,,75355
6270,,,140000,,,75392
6271,,,5000,,,75395
6272,,,60000,,,75400
6273,,,3000,,,75409
6274,,,3000,,,75410
6275,,,3000,,,75411
6276,,4000,,,,75428
6277,,,,1500,,75439
6278,,,3000,,,75443
6279,,,,1500,,75527
6280,,,,1500,,75528
6281,,,,5000,,75556
6282,,,1500,1500,,75557
6283,,,,1500,,75561
6284,,,,1500,,75562
6285,,,6000,1500,,75563
6286,,,,1500,,75604
6287,,10000,,1500,,75609
6288,,,,1500,,75635
6289,,,,1000,,75637
6290,,,1000,,,75638
6291,,20000,,,,75656
6292,,,5000,1000,,75668
6293,,,,1000,,75678
6294,,,6000,1500,,75684
6295,,,10000,1000,,75698
6296,,,,1500,,75722
6298,,,500,,,75776
6300,,,500,,,75794
6301,,,2000,,,75832
6302,,,,1500,,75833
6303,,,,1500,,75849
6304,,,,1500,,75923
6305,,,,1500,,75961
6306,,18000,,,,75967
6307,,18000,,,,75968
6308,,,30000,,,75994
6309,,,,1500,,76001
6310,,6000,,1500,,76016
6311,,,,1500,,76026
6312,,,,1500,,76047
6313,,,,1500,,76094
6314,,10000,,1500,,76100
6315,,,,1500,,76160
6316,,1000,,1500,,76170
6317,,1000,,1500,,76171
6318,,3000,,,,76184
6320,,,140000,,,76214
6321,,,140000,,,76217
6322,,7000,,,,76325
6323,,,10000,,,76337
6326,,,,1500,,76418
6327,,,,30000,,76460
6328,,,,1500,,76478
6329,,,,1500,,76484
6330,,,15000,1000,,76490
6331,,,,1000,,76511
6333,,,,1500,,76579
6334,,,,1500,,76584
6335,,,,1500,,76591
6336,,,60000,1500,,76597
6337,,6000,6000,1000,,76610
6338,,,,1000,,76643
6339,,,6000,1000,,76664
6340,,3000,,,,76674
6341,,3000,,,,76675
6342,,6000,,1500,,76680
6343,,,,1500,,76719
6344,,,,1500,,76720
6345,,5000,,,,76727
6346,,5000,,,,76729
6347,,6000,,1500,,76732
6348,,,,1500,,76815
6350,,,1500,,,76846
6351,,,1000,,,76859
6352,,,,1500,,76876
6353,,,1500,,,76887
6354,,,1500,,,76889
6355,,,30000,1500,,76903
6358,,,10000,1000,,77001
6359,,,,1500,,77023
6360,,3000,,,,77024
6362,,,,1500,,77042
6363,,,1500,,,77055
6364,,3000,,,,77060
6365,,3000,,,,77061
6366,,,,1500,,77069
6367,,3000,,,,77106
6368,,,,1500,,77160
6370,,,3000,,,77301
6371,,,,1500,,77313
6372,,,,1000,,77330
6373,,,,1500,,77345
6374,,,2000,,,77380
6375,,,3000,,,77408
6376,,,,1500,,77426
6377,,,,1500,,77434
6378,,20000,,,,77438
6379,,,,1500,,77457
6380,,,,1500,,77500
6381,,,,1500,,77508
6382,,3000,,,,77518
6383,,,1500,,,77526
6384,,,32000,,,77546
6385,,,,1500,,77553
6386,,3000,,,,77557
6387,,,,1500,,77567
6388,,2000,,1500,,77569
6389,,,5000,,,77571
6390,,,,1500,,77593
6392,,,2000,,,77628
6393,,,10000,,,77629
6394,,,,1500,,77645
6395,,,3000,,,77664
6396,,,,1500,,77670
6397,,2000,,1000,,77679
6398,,,3000,,,77682
6399,,,,1500,,77695
6400,,,,1000,,77699
6401,,,,1500,,77718
6402,,,,1500,,77721
6403,,,,1500,,77722
6404,,,,250,,77743
6405,,,15000,1500,,77745
6406,,,,1000,,77760
6408,,10000,,,,77780
6409,,3000,,1000,,77786
6410,,120000,,,,77806
6411,,,1000,,,77814
6412,,2000,,1500,,77896
6413,,,,1000,,77912
6414,,,,750,,77913
6415,,,6000,,,77917
6416,,6000,,1500,,77918
6417,,,,1500,,77921
6419,,,6000,,,77941
6420,,,10000,,,77977
6421,,,,1500,,77993
6422,,3000,,,,77995
6423,,8000,,,,77998
6424,,,,1500,,78011
6425,,,,1500,,78026
6426,,,,1500,,78060
6427,,,,1500,,78061
6428,,,,1500,,78066
6429,,1500,,,,78068
6430,,10000,,,,78075
6431,,,30000,,,78106
6432,,,3000,,,78109
6433,,,8000,1500,,78144
